Unnamed: 0,Date,Team,Acquired,Relinquished,Notes
29348.0,2019-03-16,Jazz,, Thabo Sefolosha,placed on IL with left hamstring injury
29349.0,2019-03-16,Mavericks,, Luka Doncic,placed on IL with bruised right knee
29350.0,2019-03-16,Mavericks, Kostas Antetokounmpo,,activated from IL
29351.0,2019-03-16,Nets,,,activated from IL
29352.0,2019-03-16,Nets,, Allen Crabbe,placed on IL with sore right knee (out for season)
29353.0,2019-03-16,Nets,, Shabazz Napier,placed on IL with right hamstring injury
29354.0,2019-03-16,Nets, Alan Williams,,activated from IL
29355.0,2019-03-16,Nets, DeMarre Carroll,,activated from IL
29356.0,2019-03-16,Nets, Treveon Graham,,activated from IL
29357.0,2019-03-16,Nuggets, Torrey Craig,,activated from IL
29358.0,2019-03-16,Pacers, Tyreke Evans,,activated from IL
29359.0,2019-03-16,Wizards, Jordan McRae,,activated from IL
29360.0,2019-03-17,Bucks,, Malcolm Brogdon,placed on IL with right foot injury
29361.0,2019-03-17,Heat,, Justise Winslow,placed on IL with bruised right thigh
29362.0,2019-03-17,Knicks,, Noah Vonleh,placed on IL with sprained right ankle (out for season)
29363.0,2019-03-17,Lakers,, Lance Stephenson,placed on IL with sprained toe
29364.0,2019-03-17,Lakers, LeBron James,,activated from IL
29365.0,2019-03-17,Nets,, Alan Williams,placed on IL
29366.0,2019-03-17,Nets, Shabazz Napier,,activated from IL
29367.0,2019-03-17,Raptors, Fred VanVleet,,activated from IL
29368.0,2019-03-17,Timberwolves, Derrick Rose,,activated from IL
29369.0,2019-03-18,Blazers,, C.J. McCollum,placed on IL with left knee injury
29370.0,2019-03-18,Blazers, Gary Trent Jr.,,activated from IL
29371.0,2019-03-18,Bulls,, Otto Porter Jr.,placed on IL with strained rotator cuff in right shoulder (out for season)
29372.0,2019-03-18,Celtics,, Gordon Hayward,placed on IL with concussion
29373.0,2019-03-18,Celtics, Guerschon Yabusele,,activated from IL
29374.0,2019-03-18,Heat,, Rodney McGruder,placed on IL with sore left knee
29375.0,2019-03-18,Jazz, Thabo Sefolosha,,activated from IL
29376.0,2019-03-18,Mavericks,, Kostas Antetokounmpo,placed on IL
29377.0,2019-03-18,Mavericks, Luka Doncic,,activated from IL
29378.0,2019-03-18,Pistons,, Blake Griffin,placed on IL
29379.0,2019-03-18,Raptors, Kyle Lowry,,activated from IL
29380.0,2019-03-18,Suns,, Kelly Oubre Jr.,placed on IL with sprained left thumb (out for season)
29381.0,2019-03-18,Suns,, Richaun Holmes,placed on IL with strained right quadriceps
29382.0,2019-03-18,Warriors,, Andre Iguodala,placed on IL with dental ailment
29383.0,2019-03-18,Warriors,, DeMarcus Cousins,placed on IL with sore right ankle
29384.0,2019-03-18,Warriors, Kevin Durant,,activated from IL
29385.0,2019-03-18,Celtics,, Robert Williams III,placed on IL with illness
29386.0,2019-03-19,Bucks,, Pau Gasol,placed on IL with sore left ankle (out for season)
29387.0,2019-03-19,Bucks, Sterling Brown,,activated from IL
29388.0,2019-03-19,Hornets,, (William) Tony Parker,placed on IL
29389.0,2019-03-19,Hornets, Shelvin Mack,,activated from IL
29390.0,2019-03-19,Lakers,, LeBron James,placed on IL with left groin injury
29391.0,2019-03-19,Lakers, Tyson Chandler,,activated from IL
29392.0,2019-03-19,Nets,, Shabazz Napier,placed on IL with illness
29393.0,2019-03-19,Pacers,, Darren Collison,placed on IL with bruised right quadriceps
29394.0,2019-03-19,Timberwolves,, Derrick Rose,placed on IL with sore right elbow (out for season)
29395.0,2019-03-19,Warriors, Andre Iguodala,,activated from IL
29396.0,2019-03-20,Bucks,, Nikola Mirotic,placed on IL with fractured left thumb
29397.0,2019-03-20,Cavaliers, Tristan Thompson,,activated from IL
29398.0,2019-03-20,Celtics, Robert Williams III,,activated from IL
29399.0,2019-03-20,Grizzlies,, C.J. Miles,placed on IL with left foot injury (out for season)
29400.0,2019-03-20,Knicks,, Allonzo Trier,placed on IL with strained left calf (out for season)
29401.0,2019-03-20,Mavericks,, Maximilian Kleber / Maxi Kleber,placed on IL with sprained left wrist
29402.0,2019-03-20,Mavericks, Kostas Antetokounmpo,,activated from IL
29403.0,2019-03-20,Raptors,, Kyle Lowry,placed on IL with sprained right ankle
29404.0,2019-03-20,Wizards,, Jordan McRae,placed on IL
29405.0,2019-03-21,Hornets, (William) Tony Parker,,activated from IL
29406.0,2019-03-21,Mavericks,, Tim Hardaway Jr.,placed on IL with tibia injury (out for season)
29407.0,2019-03-21,Mavericks, Maximilian Kleber / Maxi Kleber,,activated from IL
29408.0,2019-03-21,Pistons, Blake Griffin,,activated from IL
29409.0,2019-03-21,Suns,, Tyler Johnson,placed on IL with sore right knee (out for season)
29410.0,2019-03-21,Suns, Richaun Holmes,,activated from IL
29411.0,2019-03-21,Warriors, DeMarcus Cousins,,activated from IL
29412.0,2019-03-22,Grizzlies,, Avery Bradley,placed on IL with right shin injury (out for season)
29413.0,2019-03-22,Knicks, Frank Ntilikina,,activated from IL
29414.0,2019-03-22,Lakers,, Josh Hart,placed on IL with right knee tendinitis (out for season)
29415.0,2019-03-22,Lakers,, Mike Muscala,placed on IL with sore right ankle
29416.0,2019-03-22,Lakers, Lance Stephenson,,activated from IL
29417.0,2019-03-22,Lakers, LeBron James,,activated from IL
29418.0,2019-03-22,Magic,, Melvin Frazier Jr.,placed on IL
29419.0,2019-03-22,Nets, Shabazz Napier,,activated from IL
29420.0,2019-03-23,Celtics,, Al Horford,placed on IL with sore left knee
29421.0,2019-03-23,Celtics,, Aron Baynes,placed on IL with sprained left ankle
29422.0,2019-03-23,Hornets,, Nicolas Batum,placed on IL with illness
29423.0,2019-03-23,Kings,, Harry Giles III,placed on IL with left thigh injury (out for season)
29424.0,2019-03-23,Mavericks,, Salah Mejri,placed on IL with illness
29425.0,2019-03-23,Suns,, Josh Jackson,placed on IL with sprained right ankle
29426.0,2019-03-23,Warriors,, Stephen Curry,placed on IL
29427.0,2019-03-23,Wizards,, Trevor Ariza,placed on IL with strained left groin
29428.0,2019-03-23,Wizards, Jordan McRae,,activated from IL
29429.0,2019-03-24,Celtics,, Jayson Tatum,placed on IL with bruised lower back
29430.0,2019-03-24,Celtics,, Robert Williams III,placed on IL with bruised lower back
29431.0,2019-03-24,Celtics, Aron Baynes,,activated from IL
29432.0,2019-03-24,Celtics, Gordon Hayward,,activated from IL
29433.0,2019-03-24,Lakers,, Reggie Bullock,placed on IL with right foot injury
29434.0,2019-03-24,Pistons, Sviatoslav Mykhailiuk / Svi Mykhailiuk,,activated from IL
29435.0,2019-03-24,Raptors, Kyle Lowry,,activated from IL
29436.0,2019-03-24,Warriors,, DeMarcus Cousins,placed on IL
29437.0,2019-03-24,Warriors, Stephen Curry,,activated from IL
29438.0,2019-03-24,Lakers, Mike Muscala,,activated from IL
29439.0,2019-03-25,76ers,, Ben Simmons,placed on IL with gastroenteritis
29440.0,2019-03-25,76ers,, James Ennis III,placed on IL with bruised right quadriceps
29441.0,2019-03-25,Grizzlies,, Joakim Noah,placed on IL with sore right knee (out for season)
29442.0,2019-03-26,Bucks,, Tony Snell,placed on IL with sprained left ankle
29443.0,2019-03-26,Celtics, Al Horford,,activated from IL
29444.0,2019-03-26,Celtics, Jayson Tatum,,activated from IL
29445.0,2019-03-26,Clippers,, Landry Shamet,placed on IL with left ankle injury
29446.0,2019-03-26,Hornets,, Michael Kidd-Gilchrist,placed on IL with concussion
29447.0,2019-03-26,Hornets, Michael Kidd-Gilchrist,,activated from IL
29448.0,2019-03-26,Mavericks,, Kostas Antetokounmpo,placed on IL
29449.0,2019-03-26,Mavericks, Salah Mejri,,activated from IL
29450.0,2019-03-26,Pistons,, Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL
29451.0,2019-03-26,Rockets,, Gerald Green (b. 1986-01-26),placed on IL with strained left adductor
29452.0,2019-03-26,Rockets,, Kenneth Faried,placed on IL with sore left knee
29453.0,2019-03-26,Rockets, Isaiah Hartenstein,,activated from IL
29454.0,2019-03-26,Wizards, Trevor Ariza,,activated from IL
29455.0,2019-03-27,Blazers,, Jusuf Nurkic,placed on IL with fractured lower left leg (out for season)
29456.0,2019-03-27,Bulls,, Lauri Markkanen,placed on IL with fatigue (out for season)
29457.0,2019-03-27,Bulls,, Zach LaVine,placed on IL with bruised right thigh (out for season)
29458.0,2019-03-27,Lakers,, LeBron James,placed on IL
29459.0,2019-03-27,Lakers,, Tyson Chandler,placed on IL with illness
29460.0,2019-03-27,Lakers, Reggie Bullock,,activated from IL
29461.0,2019-03-27,Pacers,, Alize Johnson,placed on IL
29462.0,2019-03-27,Pacers, Darren Collison,,activated from IL
29463.0,2019-03-28,76ers, Ben Simmons,,activated from IL
29464.0,2019-03-28,Bucks,, Donte DiVincenzo,placed on IL with heel injury (out for season)
29465.0,2019-03-28,Clippers,, Patrick Beverley,placed on IL with hright hip pointer
29466.0,2019-03-28,Clippers, Landry Shamet,,activated from IL
29467.0,2019-03-28,Knicks, Dennis Smith Jr.,,activated from IL
29468.0,2019-03-28,Raptors,, Ogugua Anunoby / O.G. Anunoby,placed on IL with concussion
29469.0,2019-03-28,Rockets,, Isaiah Hartenstein,placed on IL
29470.0,2019-03-28,Bucks, Tony Snell,,activated from IL
29471.0,2019-03-28,Magic, Melvin Frazier Jr.,,activated from IL
29472.0,2019-03-28,Rockets, Kenneth Faried,,activated from IL
29473.0,2019-03-29,Celtics, Robert Williams III,,activated from IL
29474.0,2019-03-29,Hawks,, Taurean Prince,placed on IL with foot injury
29475.0,2019-03-29,Hornets, Nicolas Batum,,activated from IL
29476.0,2019-03-29,Knicks,, Frank Ntilikina,placed on IL with groin injury (out for season)
29477.0,2019-03-29,Lakers, LeBron James,,activated from IL
29478.0,2019-03-29,Wizards,, Trevor Ariza,placed on IL with strained left groin (out for season)
29479.0,2019-03-30,76ers, James Ennis III,,activated from IL
29480.0,2019-03-30,Celtics,, Al Horford,placed on IL with sore left knee
29481.0,2019-03-30,Celtics,, Kyrie Irving,placed on IL with sore lower back
29482.0,2019-03-30,Clippers,, Danilo Gallinari,placed on IL with sore left ankle
29483.0,2019-03-30,Clippers, Patrick Beverley,,activated from IL
29484.0,2019-03-30,Raptors,, Patrick McCaw,placed on IL with sprained right thumb
29485.0,2019-03-30,Suns,, Richaun Holmes,placed on IL with migraine headache
29486.0,2019-03-30,Suns, Josh Jackson,,activated from IL
29487.0,2019-03-31,Clippers, Danilo Gallinari,,activated from IL
29488.0,2019-03-31,Hawks,, Dewayne Dedmon,placed on IL with sore left ankle (out for season)
29489.0,2019-03-31,Kings,, Marvin Bagley III,placed on IL with illness
29490.0,2019-03-31,Lakers,, LeBron James,placed on IL with left groin injury (out for season)
29491.0,2019-03-31,Mavericks,, Luka Doncic,placed on IL with bruised right thigh
29492.0,2019-03-31,Mavericks, Kostas Antetokounmpo,,activated from IL
29493.0,2019-04-01,76ers,, Jimmy Butler,placed on IL with back injury
29494.0,2019-04-01,Celtics,, Jaylen Brown,placed on IL with lower back spasms
29495.0,2019-04-01,Celtics, Al Horford,,activated from IL
29496.0,2019-04-01,Celtics, Kyrie Irving,,activated from IL
29497.0,2019-04-01,Jazz,, Derrick Favors,placed on IL with back spasms
29498.0,2019-04-01,Jazz,, Kyle Korver,placed on IL with sore right knee
29499.0,2019-04-01,Knicks,, Dennis Smith Jr.,placed on IL with sore lower back
29500.0,2019-04-01,Mavericks,, Kostas Antetokounmpo,placed on IL
29501.0,2019-04-01,Pacers,, Darren Collison,placed on IL with groin injury
29502.0,2019-04-01,Pacers,, Wesley Matthews / Wes Matthews Jr.,placed on IL with strained right hamstring
29503.0,2019-04-01,Pistons,, Blake Griffin,placed on IL with sore left knee
29504.0,2019-04-01,Pistons,, Luke Kennard,placed on IL with sore right foot
29505.0,2019-04-01,Pistons, Sviatoslav Mykhailiuk / Svi Mykhailiuk,,activated from IL
29506.0,2019-04-01,Suns,, Deandre Ayton,placed on IL with sprained left ankle (out for season)
29507.0,2019-04-01,Suns, Richaun Holmes,,activated from IL
29508.0,2019-04-02,Kings, Marvin Bagley III,,activated from IL
29509.0,2019-04-02,Rockets, Gerald Green (b. 1986-01-26),,activated from IL
29510.0,2019-04-03,76ers, Jimmy Butler,,activated from IL
29511.0,2019-04-03,Celtics,, Marcus Morris,placed on IL with sore left knee
29512.0,2019-04-03,Clippers,, Patrick Beverley,placed on IL with right hip pointer
29513.0,2019-04-03,Grizzlies,, Jonas Valanciunas,placed on IL with sprained right ankle (out for season)
29514.0,2019-04-03,Hawks, Taurean Prince,,activated from IL
29515.0,2019-04-03,Heat,, Derrick Jones Jr.,placed on IL with right knee injury
29516.0,2019-04-03,Heat, Justise Winslow,,activated from IL
29517.0,2019-04-03,Heat, Rodney McGruder,,activated from IL
29518.0,2019-04-03,Hornets,, Marvin Williams,placed on IL with right foot injury
29519.0,2019-04-03,Jazz,, Jae Crowder,placed on IL with bruised right quadriceps
29520.0,2019-04-03,Jazz,, Ricky Rubio,placed on IL with right hamstring injury
29521.0,2019-04-03,Knicks,, Kadeem Allen,placed on IL with concussion (out for season)
29522.0,2019-04-03,Mavericks,, Dorian Finney-Smith,placed on IL with mouth injury
29523.0,2019-04-03,Mavericks, Luka Doncic,,activated from IL
29524.0,2019-04-03,Pacers, Alize Johnson,,activated from IL
29525.0,2019-04-03,Pistons,, Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL (out for season)
29526.0,2019-04-03,Pistons, Luke Kennard,,activated from IL
29527.0,2019-04-03,Timberwolves,, Taj Gibson,placed on IL with strained left calf
29528.0,2019-04-04,76ers,, James Ennis III,placed on IL with bruised right quadriceps (out for season)
29529.0,2019-04-04,76ers,, Jimmy Butler,placed on IL with back injury
29530.0,2019-04-04,Lakers,, Kyle Kuzma,placed on IL with left foot injury (out for season)
29531.0,2019-04-04,Lakers, Tyson Chandler,,activated from IL
29532.0,2019-04-04,Warriors,, Andre Iguodala,placed on IL with toe injury
29533.0,2019-04-05,Celtics, Marcus Morris,,activated from IL
29534.0,2019-04-05,Hawks,, Kent Bazemore,placed on IL with strained left adductor
29535.0,2019-04-05,Heat,, Josh Richardson,placed on IL with strained left hip (out for season)
29536.0,2019-04-05,Heat, Derrick Jones Jr.,,activated from IL
29537.0,2019-04-05,Jazz,, Raulzinho Neto / Raul Neto,placed on IL with sore left ankle
29538.0,2019-04-05,Jazz, Jae Crowder,,activated from IL
29539.0,2019-04-05,Jazz, Ricky Rubio,,activated from IL
29540.0,2019-04-05,Mavericks,, Luka Doncic,placed on IL with bruised right thigh
29541.0,2019-04-05,Mavericks, Dorian Finney-Smith,,activated from IL
29542.0,2019-04-05,Pacers, Wesley Matthews / Wes Matthews Jr.,,activated from IL
29543.0,2019-04-05,Pistons, Blake Griffin,,activated from IL
29544.0,2019-04-05,Raptors, Ogugua Anunoby / O.G. Anunoby,,activated from IL
29545.0,2019-04-05,Spurs,, Marco Belinelli,placed on IL with sore left hip
29546.0,2019-04-07,Blazers,, Gary Trent Jr.,placed on IL with gastroenteritis
29547.0,2019-04-07,Blazers, C.J. McCollum,,activated from IL
29548.0,2019-04-07,Celtics,, Guerschon Yabusele,placed on IL
29549.0,2019-04-07,Celtics, Jaylen Brown,,activated from IL
29550.0,2019-04-07,Hawks, Kent Bazemore,,activated from IL
29551.0,2019-04-07,Jazz,, Ricky Rubio,placed on IL with bruised left quadricep
29552.0,2019-04-07,Kings,, Kosta Koufos,placed on IL with strained left calf (out for season)
29553.0,2019-04-07,Knicks,, Emmanuel Mudiay,placed on IL with sore left shoulder (out for season)
29554.0,2019-04-07,Knicks, Dennis Smith Jr.,,activated from IL
29555.0,2019-04-07,Knicks, Isaiah Hicks,,activated from IL
29556.0,2019-04-07,Mavericks,, Maximilian Kleber / Maxi Kleber,placed on IL with bruised right knee
29557.0,2019-04-07,Pacers,, Tyreke Evans,placed on IL with sore right knee
29558.0,2019-04-07,Pacers, Darren Collison,,activated from IL
29559.0,2019-04-07,Spurs, Marco Belinelli,,activated from IL
29560.0,2019-04-07,Clippers, Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
29561.0,2019-04-09,76ers,, (James) Mike Scott,placed on IL with tightness in lower back
29562.0,2019-04-09,76ers,, J.J. Redick,placed on IL with back injury
29563.0,2019-04-09,76ers,, Joel Embiid,placed on IL with sore left knee
29564.0,2019-04-09,76ers, Furkan Korkmaz,,activated from IL
29565.0,2019-04-09,76ers, Jimmy Butler,,activated from IL
29566.0,2019-04-09,Celtics,, Al Horford,placed on IL with sore left knee
29567.0,2019-04-09,Celtics,, Aron Baynes,placed on IL with sore left ankle
29568.0,2019-04-09,Celtics,, Gordon Hayward,placed on IL with sore left ankle
29569.0,2019-04-09,Celtics,, Kyrie Irving,placed on IL with bruised right knee
29570.0,2019-04-09,Celtics,, Marcus Morris,placed on IL with right knee injury
29571.0,2019-04-09,Celtics,, Marcus Smart,placed on IL with torn left oblique
29572.0,2019-04-09,Celtics, Guerschon Yabusele,,activated from IL
29573.0,2019-04-09,Hornets, Marvin Williams,,activated from IL
29574.0,2019-04-09,Jazz, Derrick Favors,,activated from IL
29575.0,2019-04-09,Knicks,, Lance Thomas,placed on IL for personal reasons
29576.0,2019-04-09,Lakers,, Lance Stephenson,placed on IL with sore left foot (out for season)
29577.0,2019-04-09,Mavericks,, Courtney Lee,placed on IL with bruised left hip
29578.0,2019-04-09,Mavericks, Kostas Antetokounmpo,,activated from IL
29579.0,2019-04-09,Mavericks, Luka Doncic,,activated from IL
29580.0,2019-04-09,Mavericks, Maximilian Kleber / Maxi Kleber,,activated from IL
29581.0,2019-04-09,Warriors,, Kevin Durant,placed on IL with flu
29582.0,2019-04-09,Warriors,, Klay Thompson,placed on IL with sore right knee
29583.0,2019-04-10,76ers,, Ben Simmons,placed on IL with dental ailment
29584.0,2019-04-10,76ers,, Jimmy Butler,placed on IL with tightness in lower back
29585.0,2019-04-10,76ers, (James) Mike Scott,,activated from IL
29586.0,2019-04-10,Blazers, Gary Trent Jr.,,activated from IL
29587.0,2019-04-10,Bulls,, Kris Dunn,placed on IL with strained back (out for season)
29588.0,2019-04-10,Clippers, Patrick Beverley,,activated from IL
29589.0,2019-04-10,Hornets,, Marvin Williams,placed on IL (out for season)
29590.0,2019-04-10,Jazz,, Donovan Mitchell,placed on IL with thoracic spasm (out for season)
29591.0,2019-04-10,Jazz,, Rudy Gobert,placed on IL with sore left ankle (out for season)
29592.0,2019-04-10,Magic,, Jonathan Isaac,placed on IL with concussion
29593.0,2019-04-10,Mavericks,, Maximilian Kleber / Maxi Kleber,placed on IL with sore left knee (out for season)
29594.0,2019-04-10,Mavericks, Courtney Lee,,activated from IL
29595.0,2019-04-10,Nets,, DeMarre Carroll,placed on IL with sprained right wrist
29596.0,2019-04-10,Nets,, Joe Harris,placed on IL with sore right foot
29597.0,2019-04-10,Nets, Alan Williams,,activated from IL
29598.0,2019-04-10,Pacers,, Myles Turner,placed on IL with sore right ankle
29599.0,2019-04-10,Pacers,, Wesley Matthews / Wes Matthews Jr.,placed on IL with toe injury
29600.0,2019-04-10,Pacers, Tyreke Evans,,activated from IL
29601.0,2019-04-10,Pistons,, Blake Griffin,placed on IL with sore left knee
29602.0,2019-04-10,Spurs,, Dante Cunningham,placed on IL with illness (out for season)
29603.0,2019-04-10,Thunder,, Paul George,placed on IL with sore right shoulder
29604.0,2019-04-10,Timberwolves,, Jerryd Bayless,placed on IL with right ankle injury (out for season)
29605.0,2019-04-10,Timberwolves,, Karl-Anthony Towns,placed on IL with right knee inflammation (out for season)
29606.0,2019-04-10,Warriors,, Draymond Green,placed on IL with sore left knee
29607.0,2019-04-10,Warriors,, Shaun Livingston,placed on IL with sore left knee
29608.0,2019-04-10,Warriors,, Stephen Curry,placed on IL with sprained right ankle
29609.0,2019-04-10,Warriors, Andre Iguodala,,activated from IL
29610.0,2019-04-10,Warriors, Kevin Durant,,activated from IL
29611.0,2019-04-10,Warriors, Klay Thompson,,activated from IL
29612.0,2019-04-10,Timberwolves, Taj Gibson,,activated from IL
29613.0,2019-04-12,76ers, Ben Simmons,,activated from IL
29614.0,2019-04-12,76ers, J.J. Redick,,activated from IL
29615.0,2019-04-12,76ers, Jimmy Butler,,activated from IL
29616.0,2019-04-12,Nets, DeMarre Carroll,,activated from IL
29617.0,2019-04-12,Nets, Joe Harris,,activated from IL
29618.0,2019-04-12,Warriors, Draymond Green,,activated from IL
29619.0,2019-04-12,Warriors, Shaun Livingston,,activated from IL
29620.0,2019-04-12,Warriors, Stephen Curry,,activated from IL
29621.0,2019-04-13,76ers, Joel Embiid,,activated from IL
29622.0,2019-04-13,Celtics, Aron Baynes,,activated from IL
29623.0,2019-04-13,Celtics, Gordon Hayward,,activated from IL
29624.0,2019-04-13,Celtics, Kyrie Irving,,activated from IL
29625.0,2019-04-13,Magic, Jonathan Isaac,,activated from IL
29626.0,2019-04-13,Pacers, Myles Turner,,activated from IL
29627.0,2019-04-13,Pacers, Wesley Matthews / Wes Matthews Jr.,,activated from IL
29628.0,2019-04-13,Raptors,, Ogugua Anunoby / O.G. Anunoby,placed on IL with appendectomy
29629.0,2019-04-14,Bucks, Nikola Mirotic,,activated from IL
29630.0,2019-04-14,Celtics, Al Horford,,activated from IL
29631.0,2019-04-14,Celtics, Marcus Morris,,activated from IL
29632.0,2019-04-14,Jazz, Donovan Mitchell,,activated from IL
29633.0,2019-04-14,Jazz, Kyle Korver,,activated from IL
29634.0,2019-04-14,Jazz, Raulzinho Neto / Raul Neto,,activated from IL
29635.0,2019-04-14,Jazz, Ricky Rubio,,activated from IL
29636.0,2019-04-14,Jazz, Rudy Gobert,,activated from IL
29637.0,2019-04-14,Thunder, Paul George,,activated from IL
29638.0,2019-04-14,Bucks, Malcolm Brogdon,,activated from IL
29639.0,2019-04-15,76ers,, Zhaire Smith,placed on IL
29640.0,2019-04-15,76ers, James Ennis III,,activated from IL
29641.0,2019-04-15,Nets,, Jared Dudley,placed on IL with right calf injury
29642.0,2019-04-16,Thunder,, Hamidou Diallo,placed on IL with sore right elbow (out for season)
29643.0,2019-04-18,Nets, Jared Dudley,,activated from IL
29644.0,2019-04-18,Warriors,, DeMarcus Cousins,placed on IL with torn left quadriceps
29645.0,2019-04-19,Raptors,, Chris Boucher,placed on IL with back spasms
29646.0,2019-04-19,Raptors, Patrick McCaw,,activated from IL
29647.0,2019-04-20,Nets,, Ed Davis (Adam),placed on IL with right ankle injury (out for season)
29648.0,2019-04-20,Pistons, Blake Griffin,,activated from IL
29649.0,2019-04-21,Celtics,, Guerschon Yabusele,placed on IL with sore lower back
29650.0,2019-04-27,76ers,, (James) Mike Scott,placed on IL with right foot injury
29651.0,2019-04-27,76ers, Zhaire Smith,,activated from IL
29652.0,2019-04-28,Celtics, Guerschon Yabusele,,activated from IL
29653.0,2019-04-28,Rockets,, Austin Rivers,placed on IL with illness
29654.0,2019-04-29,76ers,, Zhaire Smith,placed on IL (out for season)
29655.0,2019-04-30,Rockets, Austin Rivers,,activated from IL
29656.0,2019-05-02,76ers, (James) Mike Scott,,activated from IL
29657.0,2019-05-02,Raptors,, Jeremy Lin,placed on IL with back spasms
29658.0,2019-05-05,Raptors, Jeremy Lin,,activated from IL
29659.0,2019-05-06,Celtics, Marcus Smart,,activated from IL
29660.0,2019-05-06,Rockets,, Danuel House Jr.,placed on IL with toe injury
29661.0,2019-05-08,Rockets, Danuel House Jr.,,activated from IL
29662.0,2019-05-10,Warriors,, Kevin Durant,placed on IL with strained right calf
29663.0,2019-05-14,Warriors, Damian Jones,,activated from IL
29664.0,2019-05-15,Raptors, Chris Boucher,,activated from IL
29665.0,2019-05-20,Warriors,, Andre Iguodala,placed on IL with left calf injury
29666.0,2019-05-30,Warriors, Andre Iguodala,,activated from IL
29667.0,2019-05-30,Warriors, DeMarcus Cousins,,activated from IL
29668.0,2019-06-02,Raptors, Ogugua Anunoby / O.G. Anunoby,,activated from IL
29669.0,2019-06-05,Warriors,, Kevon Looney,placed on IL with fractured collarbone
29670.0,2019-06-07,Warriors, Kevon Looney,,activated from IL
29671.0,2019-06-10,Warriors, Kevin Durant,,activated from IL
29672.0,2019-06-13,Warriors,, Kevin Durant,placed on IL with torn right Achilles tendon (out for season)
29673.0,2019-07-01,76ers,, Amir Johnson,placed on IL
29674.0,2019-10-01,Wizards,, John Wall (Hildred),placed on IL recovering from torn left Achilles tendon (out for season)
29675.0,2019-10-21,Raptors,, Patrick McCaw,placed on IL with sore left knee
29676.0,2019-10-21,Raptors,, Rondae Hollis-Jefferson,placed on IL with left groin injury
29677.0,2019-10-22,Clippers,, Paul George,placed on IL with right shoulder injury
29678.0,2019-10-22,Clippers,, Rodney McGruder,placed on IL with sprained right ankle
29679.0,2019-10-22,Lakers,, DeMarcus Cousins,placed on IL recovering from surery on left knee to repair torn ACL
29680.0,2019-10-22,Lakers,, Kyle Kuzma,placed on IL with stress reaction in left ankle/foot
29681.0,2019-10-22,Lakers,, Rajon Rondo,placed on IL with right calf injury
29682.0,2019-10-22,Pelicans,, Zion Williamson,placed on IL recovering from surgery on right knee to repair torn meniscus
29683.0,2019-10-22,Suns,, Cameron Johnson,placed on IL with left calf injury
29684.0,2019-10-23,76ers,, Zhaire Smith,placed on IL
29685.0,2019-10-23,Blazers,, Jusuf Nurkic,placed on IL
29686.0,2019-10-23,Blazers,, Pau Gasol,placed on IL with left foot injury
29687.0,2019-10-23,Bulls,, Adam Mokoka,placed on IL
29688.0,2019-10-23,Bulls,, Chandler Hutchison,placed on IL with strained left hamstring
29689.0,2019-10-23,Bulls,, Cristiano Felicio,placed on IL
29690.0,2019-10-23,Bulls,, Max Strus,placed on IL
29691.0,2019-10-23,Cavaliers,, Ante Zizic,placed on IL with left foot injury
29692.0,2019-10-23,Cavaliers,, John Henson,placed on IL with sprained right ankle
29693.0,2019-10-23,Celtics,, Romeo Langford,placed on IL with sore right knee
29694.0,2019-10-23,Grizzlies,, Andre Iguodala,placed on IL
29695.0,2019-10-23,Heat,, Dion Waiters,placed on IL
29696.0,2019-10-23,Heat,, James Johnson,placed on IL for conditioning
29697.0,2019-10-23,Heat,, Udonis Haslem,placed on IL with sprained left wrist (DTD)
29698.0,2019-10-23,Jazz,, Dante Exum,placed on IL with right knee injury
29699.0,2019-10-23,Kings,, Harry Giles III,placed on IL with sore left knee
29700.0,2019-10-23,Knicks,, Kadeem Allen,placed on IL with sore right knee
29701.0,2019-10-23,Knicks,, Mitchell Robinson,placed on IL with sprained right ankle
29702.0,2019-10-23,Knicks,, Reggie Bullock,placed on IL with surgery on neck
29703.0,2019-10-23,Mavericks,, Dwight Powell,placed on IL with strained left hamstring
29704.0,2019-10-23,Mavericks,, Ryan Broekhoff,placed on IL with sprained right ankle
29705.0,2019-10-23,Nets,, Nicolas Claxton / Nic Claxton,placed on IL
29706.0,2019-10-23,Nuggets,, Bol Bol,placed on IL with left foot injury
29707.0,2019-10-23,Pistons,, Blake Griffin,placed on IL with left hamstring injury
29708.0,2019-10-23,Pistons,, Jordan Bone,placed on IL
29709.0,2019-10-23,Pistons,, Sekou Doumbouya,placed on IL
29710.0,2019-10-23,Suns,, Jalen Lecque,placed on IL
29711.0,2019-10-23,Suns,, Ty Jerome,placed on IL with sprained right ankle
29712.0,2019-10-23,Thunder,, Andre Roberson,placed on IL with left knee injury
29713.0,2019-10-23,Timberwolves,, Keita Bates-Diop,placed on IL
29714.0,2019-10-23,Timberwolves,, Naz Reid,placed on IL with sore right shoulder
29715.0,2019-10-23,Wizards,, C.J. Miles,placed on IL with left foot injury
29716.0,2019-10-23,Wizards,, Ian Mahinmi,placed on IL with right Achilles injury
29717.0,2019-10-23,Wizards,, Troy Brown Jr.,placed on IL with strained left calf
29718.0,2019-10-24,Bucks,, Dragan Bender,placed on IL
