Unnamed: 0,Date,Team,Acquired,Relinquished,Notes
24390.0,2016-12-19,Hawks, DeAndre' Bembry,,activated from IL
24391.0,2016-12-19,Mavericks,, Andrew Bogut,placed on IL with bone bruise in right knee
24392.0,2016-12-19,Mavericks, Jose Juan Barea / Jose Barea / J.J. Barea,,activated from IL
24393.0,2016-12-19,Pistons,, Michael Gbinije,placed on IL
24394.0,2016-12-19,Pistons, Jon Leuer,,activated from IL
24395.0,2016-12-19,Thunder,, Victor Oladipo,placed on IL with sprained right wrist
24396.0,2016-12-19,Thunder, Josh Huestis,,activated from IL
24397.0,2016-12-20,Celtics,, James Young,placed on IL
24398.0,2016-12-20,Celtics, Jordan Mickey,,activated from IL
24399.0,2016-12-20,Clippers,, Blake Griffin,placed on IL with arthroscopic surgery on right knee
24400.0,2016-12-20,Knicks, Derrick Rose,,activated from IL
24401.0,2016-12-20,Lakers,, Tarik Black,placed on IL with sore right ankle
24402.0,2016-12-20,Lakers, D'Angelo Russell,,activated from IL
24403.0,2016-12-20,Nets,, Brook Lopez,placed on IL for rest
24404.0,2016-12-20,Nets, Spencer Dinwiddie,,activated from IL
24405.0,2016-12-20,Pelicans,, Tyreke Evans,placed on IL
24406.0,2016-12-20,Rockets,, Clint Capela,placed on IL with fractured fibula in left leg
24407.0,2016-12-20,Rockets, Chinanu Onuaku,,activated from IL
24408.0,2016-12-20,Warriors,, James Michael McAdoo / James McAdoo (Michael),placed on IL
24409.0,2016-12-20,Warriors, Anderson Varejao,,activated from IL
24410.0,2016-12-20,Clippers, Diamond Stone,,activated from IL
24411.0,2016-12-20,Knicks,, Maurice Ndour / Maurice N'dour,placed on IL
24412.0,2016-12-21,Blazers,, Evan Turner,placed on IL with sprained left ankle
24413.0,2016-12-21,Blazers, Al-Farouq Aminu,,activated from IL
24414.0,2016-12-21,Grizzlies,, Deyonta Davis,placed on IL with plantar fasciitis in left foot (DTD)
24415.0,2016-12-21,Grizzlies, Chandler Parsons,,activated from IL
24416.0,2016-12-21,Pelicans,, Reggie Williams,placed on IL
24417.0,2016-12-21,Pelicans, Tyreke Evans,,activated from IL
24418.0,2016-12-22,Celtics,, Jordan Mickey,placed on IL
24419.0,2016-12-22,Celtics, James Young,,activated from IL
24420.0,2016-12-22,Magic, Stephen Zimmerman Jr.,,activated from IL
24421.0,2016-12-22,Nets,, Isaiah Whitehead,placed on IL with sore left foot
24422.0,2016-12-22,Nets, Brook Lopez,,activated from IL
24423.0,2016-12-22,Rockets,, Chinanu Onuaku,placed on IL
24424.0,2016-12-22,Spurs,, Emanuel Ginobili / Manu Ginobili,placed on IL for rest
24425.0,2016-12-22,Spurs,, Nicolas Laprovittola,placed on IL
24426.0,2016-12-22,Warriors, James Michael McAdoo / James McAdoo (Michael),,activated from IL
24427.0,2016-12-22,Spurs, Bryn Forbes,,activated from IL
24428.0,2016-12-22,Spurs, Dejounte Murray,,activated from IL
24429.0,2016-12-23,Bucks,, Rashad Vaughn,placed on IL with sprained left ankle
24430.0,2016-12-23,Lakers,, Larry Nance Jr.,placed on IL with bone bruise in left knee
24431.0,2016-12-23,Lakers, Jose Calderon,,activated from IL
24432.0,2016-12-23,Magic,, Evan Fournier,placed on IL with right heel injury
24433.0,2016-12-23,Magic, C.J. Wilcox,,activated from IL
24434.0,2016-12-23,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL with sore left Achilles
24435.0,2016-12-23,Mavericks, Dirk Nowitzki,,activated from IL
24436.0,2016-12-23,Nets,, Trevor Booker,placed on IL
24437.0,2016-12-23,Nets, Chris McCullough,,activated from IL
24438.0,2016-12-23,Pelicans,, Terrence Jones,placed on IL with illness
24439.0,2016-12-23,Pelicans, Reggie Williams,,activated from IL
24440.0,2016-12-23,Spurs,, Pau Gasol,placed on IL for rest
24441.0,2016-12-23,Spurs, Nicolas Laprovittola,,activated from IL
24442.0,2016-12-23,Warriors,, James Michael McAdoo / James McAdoo (Michael),placed on IL
24443.0,2016-12-23,Bucks, Michael Beasley,,activated from IL
24444.0,2016-12-23,Lakers, Tarik Black,,activated from IL
24445.0,2016-12-25,Lakers,, Metta World Peace / Ron Artest,placed on IL
24446.0,2016-12-25,Spurs,, Bryn Forbes,placed on IL
24447.0,2016-12-25,Spurs,, Nicolas Laprovittola,placed on IL
24448.0,2016-12-25,Spurs, Emanuel Ginobili / Manu Ginobili,,activated from IL
24449.0,2016-12-25,Spurs, Pau Gasol,,activated from IL
24450.0,2016-12-26,Blazers,, Damian Lillard,placed on IL with sprained left ankle
24451.0,2016-12-26,Blazers, Evan Turner,,activated from IL
24452.0,2016-12-26,Bulls,, Doug McDermott,placed on IL with bruised shin
24453.0,2016-12-26,Bulls, Michael Carter-Williams,,activated from IL
24454.0,2016-12-26,Hawks,, Tim Hardaway Jr.,placed on IL
24455.0,2016-12-26,Hawks, Dwight Howard,,activated from IL
24456.0,2016-12-26,Kings,, Arron Afflalo,placed on IL with sprained right elbow
24457.0,2016-12-26,Kings, Rudy Gay,,activated from IL
24458.0,2016-12-26,Nets,, Chris McCullough,placed on IL
24459.0,2016-12-26,Nets,, Spencer Dinwiddie,placed on IL
24460.0,2016-12-26,Nets, Isaiah Whitehead,,activated from IL
24461.0,2016-12-26,Nets, Trevor Booker,,activated from IL
24462.0,2016-12-26,Pelicans,, Reggie Williams,placed on IL
24463.0,2016-12-26,Pelicans, Terrence Jones,,activated from IL
24464.0,2016-12-26,Pistons,, Boban Marjanovic,placed on IL
24465.0,2016-12-26,Pistons, Michael Gbinije,,activated from IL
24466.0,2016-12-27,Celtics,, James Young,placed on IL
24467.0,2016-12-27,Celtics, Jordan Mickey,,activated from IL
24468.0,2016-12-27,Mavericks, Andrew Bogut,,activated from IL
24469.0,2016-12-27,Rockets, Bobby Brown,,activated from IL
24470.0,2016-12-27,Rockets,, Chinanu Onuaku,placed on IL
24471.0,2016-12-27,Mavericks,, A.J. Hammons,placed on IL
24472.0,2016-12-28,Bulls,, Paul Zipser,placed on IL
24473.0,2016-12-28,Bulls, Doug McDermott,,activated from IL
24474.0,2016-12-28,Hawks, Tim Hardaway Jr.,,activated from IL
24475.0,2016-12-28,Kings,, Rudy Gay,placed on IL with strained right hip flexor
24476.0,2016-12-28,Kings, Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,,activated from IL
24477.0,2016-12-28,Knicks,, Courtney Lee,placed on IL with sore right wrist
24478.0,2016-12-28,Knicks, Marshall Plumlee,,activated from IL
24479.0,2016-12-28,Nets,, Jeremy Lin,placed on IL with strained left hamstring
24480.0,2016-12-28,Nets, Spencer Dinwiddie,,activated from IL
24481.0,2016-12-28,Pacers,, Rodney Stuckey,placed on IL with sore left hamstring
24482.0,2016-12-28,Pacers, Monta Ellis,,activated from IL
24483.0,2016-12-28,Pistons,, Michael Gbinije,placed on IL
24484.0,2016-12-28,Pistons, Boban Marjanovic,,activated from IL
24485.0,2016-12-29,Celtics,, Jordan Mickey,placed on IL
24486.0,2016-12-29,Celtics, James Young,,activated from IL
24487.0,2016-12-29,Grizzlies,, Troy Williams,placed on IL
24488.0,2016-12-29,Grizzlies, Wade Baldwin IV,,activated from IL
24489.0,2016-12-29,Jazz,, Dante Exum,placed on IL with patellar tendinitis in left knee
24490.0,2016-12-29,Jazz, George Hill,,activated from IL
24491.0,2016-12-29,Lakers, Metta World Peace / Ron Artest,,activated from IL
24492.0,2016-12-29,Mavericks,, Dirk Nowitzki,placed on IL with illness
24493.0,2016-12-29,Mavericks, A.J. Hammons,,activated from IL
24494.0,2016-12-29,Lakers,, Ivica Zubac,placed on IL
24495.0,2016-12-30,Mavericks,, Andrew Bogut,placed on IL for rest
24496.0,2016-12-30,Mavericks, Dirk Nowitzki,,activated from IL
24497.0,2016-12-30,Warriors,, Anderson Varejao,placed on IL
24498.0,2016-12-30,Warriors, James Michael McAdoo / James McAdoo (Michael),,activated from IL
24499.0,2016-12-30,Knicks,, Marshall Plumlee,placed on IL
24500.0,2016-12-30,Knicks,, Ron Baker,placed on IL
24501.0,2016-12-30,Knicks, Courtney Lee,,activated from IL
24502.0,2016-12-30,Knicks, Maurice Ndour / Maurice N'dour,,activated from IL
24503.0,2016-12-30,Warriors,, Patrick McCaw,placed on IL with flu
24504.0,2016-12-30,Warriors, Damian Jones,,activated from IL
24505.0,2016-12-31,Hornets,, Marco Belinelli,placed on IL with sprained left ankle
24506.0,2016-12-31,Knicks,, Kristaps Porzingis,placed on IL with sore left Achilles
24507.0,2016-12-31,Knicks,, Kyle O'Quinn,placed on IL with flu
24508.0,2016-12-31,Thunder,, Josh Huestis,placed on IL
24509.0,2016-12-31,Thunder, Victor Oladipo,,activated from IL
24510.0,2016-12-31,Hornets, Aaron Harrison,,activated from IL
24511.0,2016-12-31,Knicks, Marshall Plumlee,,activated from IL
24512.0,2016-12-31,Knicks, Ron Baker,,activated from IL
24513.0,2017-01-01,Hawks,, Taurean Prince,placed on IL
24514.0,2017-01-01,Jazz,, George Hill,placed on IL
24515.0,2017-01-01,Lakers,, Metta World Peace / Ron Artest,placed on IL
24516.0,2017-01-01,Lakers, Ivica Zubac,,activated from IL
24517.0,2017-01-01,Magic,, Stephen Zimmerman Jr.,placed on IL
24518.0,2017-01-01,Magic, Arinze Onuaku,,"""activated"""
24519.0,2017-01-02,Bulls,, Dwyane Wade,placed on IL with swelling in knee
24520.0,2017-01-02,Bulls, Paul Zipser,,activated from IL
24521.0,2017-01-02,Hornets,, Cody Zeller,placed on IL with concussion (DTD)
24522.0,2017-01-02,Hornets, Christian Wood,,activated from IL
24523.0,2017-01-02,Jazz, Alec Burks,,activated from IL
24524.0,2017-01-02,Knicks,, Marshall Plumlee,placed on IL
24525.0,2017-01-02,Knicks, Kyle O'Quinn,,activated from IL
24526.0,2017-01-02,Nuggets,, Darrell Arthur,placed on IL with sore left knee
24527.0,2017-01-02,Nuggets,, Kenneth Faried,placed on IL with sore lower back
24528.0,2017-01-02,Nuggets, Alonzo Gee,,activated from IL
24529.0,2017-01-02,Nuggets, Malik Beasley,,activated from IL
24530.0,2017-01-02,Warriors,, Damian Jones,placed on IL
24531.0,2017-01-02,Warriors, Anderson Varejao,,activated from IL
24532.0,2017-01-02,Jazz,, Joel Bolomboy,placed on IL
24533.0,2017-01-03,Celtics,, James Young,placed on IL with sprained right ankle
24534.0,2017-01-03,Celtics,, Tyler Zeller,placed on IL with illness
24535.0,2017-01-03,Celtics, Demetrius Jackson,,activated from IL
24536.0,2017-01-03,Celtics, Jordan Mickey,,activated from IL
24537.0,2017-01-03,Kings,, Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,placed on IL
24538.0,2017-01-03,Kings,, Skal Labissiere,placed on IL
24539.0,2017-01-03,Kings, Arron Afflalo,,activated from IL
24540.0,2017-01-03,Mavericks,, A.J. Hammons,placed on IL
24541.0,2017-01-03,Mavericks, Andrew Bogut,,activated from IL
24542.0,2017-01-03,Nuggets,, Alonzo Gee,placed on IL
24543.0,2017-01-03,Nuggets, Darrell Arthur,,activated from IL
24544.0,2017-01-03,Kings, Rudy Gay,,activated from IL
24545.0,2017-01-04,Bulls,, Denzel Valentine,placed on IL with sore/sprained left ankle
24546.0,2017-01-04,Bulls, Dwyane Wade,,activated from IL
24547.0,2017-01-04,Heat,, Josh McRoberts,placed on IL with stress fracture in left foot
24548.0,2017-01-04,Heat, Dion Waiters,,activated from IL
24549.0,2017-01-04,Hornets, Marco Belinelli,,activated from IL
24550.0,2017-01-04,Knicks, Marshall Plumlee,,activated from IL
24551.0,2017-01-04,Magic, Evan Fournier,,activated from IL
24552.0,2017-01-04,Warriors,, James Michael McAdoo / James McAdoo (Michael),placed on IL
24553.0,2017-01-04,Warriors, Patrick McCaw,,activated from IL
24554.0,2017-01-04,Grizzlies, Troy Williams,,activated from IL
24555.0,2017-01-04,Knicks,, Maurice Ndour / Maurice N'dour,placed on IL
24556.0,2017-01-04,Magic,, C.J. Wilcox,placed on IL
24557.0,2017-01-05,Blazers,, Tim Quarterman,placed on IL
24558.0,2017-01-05,Blazers, Damian Lillard,,activated from IL
24559.0,2017-01-05,Bucks,, Michael Beasley,placed on IL
24560.0,2017-01-05,Jazz,, George Hill,placed on IL with concussion
24561.0,2017-01-05,Jazz, Dante Exum,,activated from IL
24562.0,2017-01-05,Lakers,, Ivica Zubac,placed on IL
24563.0,2017-01-05,Lakers, Metta World Peace / Ron Artest,,activated from IL
24564.0,2017-01-05,Nuggets,, Juancho Hernangomez / Juan Hernangomez,placed on IL
24565.0,2017-01-05,Nuggets, Alonzo Gee,,activated from IL
24566.0,2017-01-05,Pacers, Rakeem Christmas,,activated from IL
24567.0,2017-01-05,Pelicans,, Donatas Motiejunas,placed on IL
24568.0,2017-01-05,Rockets,, Bobby Brown,placed on IL
24569.0,2017-01-05,Nuggets, Kenneth Faried,,activated from IL
24570.0,2017-01-05,Pacers,, Georges Niang,placed on IL
24571.0,2017-01-05,Rockets, Chinanu Onuaku,,activated from IL
24572.0,2017-01-06,Cavaliers,, J.R. Smith,placed on IL recovering from surgery on right thumb to repair fracture
24573.0,2017-01-06,Knicks, Kristaps Porzingis,,activated from IL
24574.0,2017-01-06,Timberwolves,, Shabazz Muhammad,placed on IL with illness
24575.0,2017-01-06,Timberwolves, John Lucas III,,activated from IL
24576.0,2017-01-06,Warriors,, Damian Jones,placed on IL
24577.0,2017-01-06,Warriors, Anderson Varejao,,activated from IL
24578.0,2017-01-06,Knicks,, Marshall Plumlee,placed on IL
24579.0,2017-01-07,Bulls,, Paul Zipser,placed on IL
24580.0,2017-01-07,Bulls, Denzel Valentine,,activated from IL
24581.0,2017-01-07,Celtics,, Avery Bradley,placed on IL with Achilles injury / sprained ankle / illness
24582.0,2017-01-07,Celtics,, James Young,placed on IL
24583.0,2017-01-07,Hawks, Taurean Prince,,activated from IL
24584.0,2017-01-07,Hornets,, Christian Wood,placed on IL
24585.0,2017-01-07,Hornets,, Nicolas Batum,placed on IL with hyperextended/strained right knee
24586.0,2017-01-07,Hornets, Cody Zeller,,activated from IL
24587.0,2017-01-07,Jazz,, Raulzinho Neto / Raul Neto,placed on IL
24588.0,2017-01-07,Jazz, George Hill,,activated from IL
24589.0,2017-01-07,Mavericks, Jose Juan Barea / Jose Barea / J.J. Barea,,activated from IL
24590.0,2017-01-07,Nuggets, Kenneth Faried,,activated from IL
24591.0,2017-01-07,Pacers,, Rakeem Christmas,placed on IL
24592.0,2017-01-07,Pelicans,, Cheick Diallo,placed on IL
24593.0,2017-01-07,Pelicans, Donatas Motiejunas,,activated from IL
24594.0,2017-01-07,Thunder,, Kyle Singler,placed on IL
24595.0,2017-01-07,Timberwolves, Shabazz Muhammad,,activated from IL
24596.0,2017-01-07,Pacers, Georges Niang,,activated from IL
24597.0,2017-01-07,Thunder, Cameron Payne,,activated from IL
24598.0,2017-01-07,Hawks,, Mike Dunleavy Jr.,placed on IL
24599.0,2017-01-08,Lakers,, Metta World Peace / Ron Artest,placed on IL
24600.0,2017-01-08,Magic, C.J. Wilcox,,activated from IL
24601.0,2017-01-08,Rockets, Bobby Brown,,activated from IL
24602.0,2017-01-08,Rockets,, Kyle Wiltjer,placed on IL
24603.0,2017-01-08,Lakers, Ivica Zubac,,activated from IL
24604.0,2017-01-09,Bulls,, Denzel Valentine,placed on IL
24605.0,2017-01-09,Bulls, Paul Zipser,,activated from IL
24606.0,2017-01-09,Knicks,, Mindaugas Kuzminskas,placed on IL
24607.0,2017-01-09,Knicks, Maurice Ndour / Maurice N'dour,,activated from IL
24608.0,2017-01-09,Mavericks,, Nicolas Brussino,placed on IL
24609.0,2017-01-09,Pelicans,, Omer Asik,placed on IL
24610.0,2017-01-09,Pelicans, Cheick Diallo,,activated from IL
24611.0,2017-01-10,Bucks,, Steve Novak,placed on IL
24612.0,2017-01-10,Bucks, Rashad Vaughn,,activated from IL
24613.0,2017-01-10,Bulls,, Jimmy Butler,placed on IL with illness
24614.0,2017-01-10,Bulls,, Nikola Mirotic,placed on IL with flu / strep throat
24615.0,2017-01-10,Bulls, Denzel Valentine,,activated from IL
24616.0,2017-01-10,Lakers,, Ivica Zubac,placed on IL
24617.0,2017-01-10,Lakers, Metta World Peace / Ron Artest,,activated from IL
24618.0,2017-01-10,Nets,, Trevor Booker,placed on IL with bruised left hip
24619.0,2017-01-10,Warriors,, Klay Thompson,placed on IL for rest
24620.0,2017-01-10,Warriors, James Michael McAdoo / James McAdoo (Michael),,activated from IL
24621.0,2017-01-10,Hornets, Nicolas Batum,,activated from IL
24622.0,2017-01-10,Nets, Chris McCullough,,activated from IL
24623.0,2017-01-11,Grizzlies, Deyonta Davis,,activated from IL
24624.0,2017-01-11,Knicks,, Maurice Ndour / Maurice N'dour,placed on IL
24625.0,2017-01-11,Knicks, Mindaugas Kuzminskas,,activated from IL
24626.0,2017-01-11,Pelicans,, Anthony Davis,placed on IL with bruised left hip
24627.0,2017-01-11,Rockets,, Eric Gordon,placed on IL with sore left big toe
24628.0,2017-01-11,Thunder,, Semaj Christon,placed on IL
24629.0,2017-01-11,Thunder, Kyle Singler,,activated from IL
24630.0,2017-01-11,Timberwolves,, Zach LaVine,placed on IL with bruised left hip
24631.0,2017-01-12,Bucks, Michael Beasley,,activated from IL
24632.0,2017-01-12,Knicks,, Kristaps Porzingis,placed on IL with sore left Achilles
24633.0,2017-01-12,Lakers,, Metta World Peace / Ron Artest,placed on IL
24634.0,2017-01-12,Lakers, Ivica Zubac,,activated from IL
24635.0,2017-01-12,Nets, Trevor Booker,,activated from IL
24636.0,2017-01-12,Nuggets,, Alonzo Gee,placed on IL
24637.0,2017-01-12,Nuggets,, Darrell Arthur,placed on IL with sore left knee
24638.0,2017-01-12,Pelicans, Omer Asik,,activated from IL
24639.0,2017-01-12,Warriors,, James Michael McAdoo / James McAdoo (Michael),placed on IL
24640.0,2017-01-12,Warriors, Klay Thompson,,activated from IL
24641.0,2017-01-12,Knicks, Maurice Ndour / Maurice N'dour,,activated from IL
24642.0,2017-01-12,Nets,, Chris McCullough,placed on IL
24643.0,2017-01-13,Grizzlies,, Wade Baldwin IV,placed on IL
24644.0,2017-01-13,Grizzlies, Deyonta Davis,,activated from IL
24645.0,2017-01-13,Hawks, Mike Dunleavy Jr.,,activated from IL
24646.0,2017-01-13,Nets,, Isaiah Whitehead,placed on IL with knee injury
24647.0,2017-01-13,Nets, Chris McCullough,,activated from IL
24648.0,2017-01-13,Pistons,, Kentavious Caldwell-Pope,placed on IL with strained rotator cuff in left shoulder / rest
24649.0,2017-01-13,Pistons, Reggie Bullock,,activated from IL
24650.0,2017-01-13,Rockets, Eric Gordon,,activated from IL
24651.0,2017-01-13,76ers,, Richaun Holmes,placed on IL with concussion
24652.0,2017-01-14,Bulls, Jimmy Butler,,activated from IL
24653.0,2017-01-14,Jazz,, Joe Johnson,placed on IL for rest
24654.0,2017-01-14,Jazz, Raulzinho Neto / Raul Neto,,activated from IL
24655.0,2017-01-14,Lakers,, Luol Deng,placed on IL with sprained right wrist
24656.0,2017-01-14,Lakers, Metta World Peace / Ron Artest,,activated from IL
24657.0,2017-01-14,Pelicans,, Alexis Ajinca / Alex Ajinca,placed on IL
24658.0,2017-01-14,Pelicans, Anthony Davis,,activated from IL
24659.0,2017-01-14,Spurs,, Dejounte Murray,placed on IL with sprained right ankle
24660.0,2017-01-14,Spurs, Bryn Forbes,,activated from IL
24661.0,2017-01-15,Mavericks,, Andrew Bogut,placed on IL with strained right hamstring
24662.0,2017-01-15,Nets,, Brook Lopez,placed on IL for rest
24663.0,2017-01-15,Nets, Isaiah Whitehead,,activated from IL
24664.0,2017-01-15,Rockets,, Chinanu Onuaku,placed on IL
24665.0,2017-01-15,Rockets, Clint Capela,,activated from IL
24666.0,2017-01-15,Timberwolves, Zach LaVine,,activated from IL
24667.0,2017-01-15,Mavericks, Nicolas Brussino,,activated from IL
24668.0,2017-01-16,Celtics, Avery Bradley,,activated from IL
24669.0,2017-01-16,Jazz,, Rodney Hood,placed on IL with bruised right knee
24670.0,2017-01-16,Jazz, Joe Johnson,,activated from IL
24671.0,2017-01-16,Knicks,, Lance Thomas,placed on IL with fractured orbital bone
24672.0,2017-01-16,Knicks, Marshall Plumlee,,activated from IL
24673.0,2017-01-16,Pelicans,, Cheick Diallo,placed on IL
24674.0,2017-01-16,Pelicans, Alexis Ajinca / Alex Ajinca,,activated from IL
24675.0,2017-01-16,Warriors,, Anderson Varejao,placed on IL
24676.0,2017-01-16,Warriors, James Michael McAdoo / James McAdoo (Michael),,activated from IL
24677.0,2017-01-17,Bulls,, Taj Gibson,placed on IL with sore left ankle
24678.0,2017-01-17,Bulls, Nikola Mirotic,,activated from IL
24679.0,2017-01-17,Nets,, Chris McCullough,placed on IL
24680.0,2017-01-17,Nets, Brook Lopez,,activated from IL
24681.0,2017-01-17,Nuggets,, Gary Harris,placed on IL
24682.0,2017-01-17,Nuggets, Alonzo Gee,,activated from IL
24683.0,2017-01-17,Rockets, Clint Capela,,activated from IL
24684.0,2017-01-18,Hawks,, Mike Muscala,placed on IL with sore/sprained left ankle
24685.0,2017-01-18,Kings,, Omri Casspi,placed on IL with strained right calf
24686.0,2017-01-18,Kings, Skal Labissiere,,activated from IL
24687.0,2017-01-18,Knicks,, Joakim Noah,placed on IL with sprained left ankle
24688.0,2017-01-18,Pistons,, Jon Leuer,placed on IL with bone bruise in right knee
24689.0,2017-01-18,Pistons, Michael Gbinije,,activated from IL
24690.0,2017-01-18,Raptors,, Lucas Nogueira,placed on IL with concussion
24691.0,2017-01-18,Raptors, Jared Sullinger,,activated from IL
24692.0,2017-01-18,Warriors,, James Michael McAdoo / James McAdoo (Michael),placed on IL
24693.0,2017-01-18,Warriors, Anderson Varejao,,activated from IL
24694.0,2017-01-18,Knicks, Kristaps Porzingis,,activated from IL
24695.0,2017-01-19,Heat,, Justise Winslow,placed on IL recovering from surgery on right shoulder to repair torn labrum (out for season)
24696.0,2017-01-19,Nuggets, Gary Harris,,activated from IL
24697.0,2017-01-19,Spurs,, Bryn Forbes,placed on IL
24698.0,2017-01-19,Spurs, Dejounte Murray,,activated from IL
24699.0,2017-01-20,Bulls,, Isaiah Canaan,placed on IL
24700.0,2017-01-20,Bulls, Taj Gibson,,activated from IL
24701.0,2017-01-20,Jazz,, Rodney Hood,placed on IL
24702.0,2017-01-20,Kings,, Rudy Gay,placed on IL recovering from surgery to repair torn left Achilles tendon (out for season)
24703.0,2017-01-20,Kings, Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,,activated from IL
24704.0,2017-01-20,Pelicans,, Alexis Ajinca / Alex Ajinca,placed on IL
24705.0,2017-01-20,Pelicans, Cheick Diallo,,activated from IL
24706.0,2017-01-20,Raptors,, Patrick Patterson,placed on IL with sore left knee
24707.0,2017-01-20,Raptors, Delon Wright,,activated from IL
24708.0,2017-01-20,Warriors,, David West,placed on IL with fractured left thumb
24709.0,2017-01-20,Warriors, James Michael McAdoo / James McAdoo (Michael),,activated from IL
24710.0,2017-01-20,Hornets, Christian Wood,,activated from IL
24711.0,2017-01-21,Celtics,, Avery Bradley,placed on IL with sore/strained right Achilles
24712.0,2017-01-21,Celtics,, Jonas Jerebko,placed on IL with illness
24713.0,2017-01-21,Celtics, James Young,,activated from IL
24714.0,2017-01-21,Hornets,, Jeremy Lamb,placed on IL with sore foot
24715.0,2017-01-21,Jazz, Rodney Hood,,activated from IL
24716.0,2017-01-21,Knicks,, Marshall Plumlee,placed on IL
24717.0,2017-01-21,Knicks, Joakim Noah,,activated from IL
24718.0,2017-01-21,Nuggets,, Gary Harris,placed on IL
24719.0,2017-01-21,Nuggets, Darrell Arthur,,activated from IL
24720.0,2017-01-21,Pistons,, Michael Gbinije,placed on IL with arm injury
24721.0,2017-01-21,Pistons, Jon Leuer,,activated from IL
24722.0,2017-01-21,Spurs,, Pau Gasol,placed on IL recovering from surgery on left ring finger to repair fracture
24723.0,2017-01-21,Spurs, Bryn Forbes,,activated from IL
24724.0,2017-01-21,Celtics, Tyler Zeller,,activated from IL
24725.0,2017-01-21,76ers, Richaun Holmes,,activated from IL
24726.0,2017-01-22,Lakers,, D'Angelo Russell,placed on IL with strained left calf / sprained ligament in right knee
24727.0,2017-01-22,Lakers,, Metta World Peace / Ron Artest,placed on IL
24728.0,2017-01-22,Lakers, Larry Nance Jr.,,activated from IL
24729.0,2017-01-22,Lakers, Luol Deng,,activated from IL
24730.0,2017-01-22,Magic,, Jodie Meeks,placed on IL with dislocated right thumb (DTD)
24731.0,2017-01-22,Nuggets,, Emmanuel Mudiay,placed on IL with sore lower back
24732.0,2017-01-22,Nuggets, Gary Harris,,activated from IL
24733.0,2017-01-22,Raptors,, Delon Wright,placed on IL with right shoulder injury
24734.0,2017-01-22,Raptors, Lucas Nogueira,,activated from IL
24735.0,2017-01-22,Raptors, Patrick Patterson,,activated from IL
24736.0,2017-01-22,Timberwolves,, Ricky Rubio,placed on IL for personal reasons
24737.0,2017-01-22,Warriors,, Shaun Livingston,placed on IL for rest
24738.0,2017-01-22,Warriors, Damian Jones,,activated from IL
24739.0,2017-01-23,Nets,, Joe Harris,placed on IL with sprained left ankle
24740.0,2017-01-23,Pacers,, Aaron Brooks,placed on IL with sore right knee
24741.0,2017-01-23,Pelicans,, Anthony Davis,placed on IL with bruised right quadriceps
24742.0,2017-01-23,Pelicans, Alexis Ajinca / Alex Ajinca,,activated from IL
24743.0,2017-01-23,Pistons,, Henry Ellenson,placed on IL
24744.0,2017-01-23,Pistons, Kentavious Caldwell-Pope,,activated from IL
24745.0,2017-01-23,Warriors,, Andre Iguodala,placed on IL for rest
24746.0,2017-01-23,Warriors, Shaun Livingston,,activated from IL
24747.0,2017-01-23,Nets, Chris McCullough,,activated from IL
24748.0,2017-01-23,Pacers, Rakeem Christmas,,activated from IL
24749.0,2017-01-24,Celtics,, Gerald Green (b. 1986-01-26),placed on IL with illness
24750.0,2017-01-24,Celtics, Jonas Jerebko,,activated from IL
24751.0,2017-01-24,Celtics, Tyler Zeller,,activated from IL
24752.0,2017-01-24,Clippers, Blake Griffin,,activated from IL
24753.0,2017-01-24,Raptors,, DeMar DeRozan,placed on IL with sprained right ankle
24754.0,2017-01-24,Raptors, Lucas Nogueira,,activated from IL
24755.0,2017-01-24,Spurs,, (William) Tony Parker,placed on IL with sore left foot
24756.0,2017-01-24,Suns,, Jared Dudley,placed on IL with flu
24757.0,2017-01-24,Suns, Derrick Jones Jr.,,activated from IL
24758.0,2017-01-24,Timberwolves, Ricky Rubio,,activated from IL
24759.0,2017-01-25,Celtics,, Demetrius Jackson,placed on IL with illness
24760.0,2017-01-25,Celtics, Gerald Green (b. 1986-01-26),,activated from IL
24761.0,2017-01-25,Hornets,, Cody Zeller,placed on IL with bruised quadriceps
24762.0,2017-01-25,Hornets, Jeremy Lamb,,activated from IL
24763.0,2017-01-25,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL with strained hamstring
24764.0,2017-01-25,Mavericks, Andrew Bogut,,activated from IL
24765.0,2017-01-25,Pelicans,, Cheick Diallo,placed on IL
24766.0,2017-01-25,Pelicans, Anthony Davis,,activated from IL
24767.0,2017-01-25,Warriors,, Damian Jones,placed on IL
24768.0,2017-01-25,Warriors, Andre Iguodala,,activated from IL
24769.0,2017-01-26,Jazz,, Raulzinho Neto / Raul Neto,placed on IL
24770.0,2017-01-26,Jazz, Rodney Hood,,activated from IL
24771.0,2017-01-26,Mavericks,, Deron Williams,placed on IL with sprained left big toe
24772.0,2017-01-26,Pacers,, Kevin Seraphin,placed on IL with sore left knee
24773.0,2017-01-26,Pacers, Aaron Brooks,,activated from IL
24774.0,2017-01-26,Suns,, Dragan Bender,placed on IL with sore right ankle
24775.0,2017-01-26,Suns, Jared Dudley,,activated from IL
